ID,Tanggal,Pelabuhan,Jenis Kendala,Cuaca,Volume Kargo (ton),Risiko Delay (Jam),Rekomendasi AI
ISS0726,10/06/2025,Tanjung Perak,Overload,Cerah,2474,0.57,Tunda pengiriman hingga cuaca membaik
ISS0727,16/06/2025,Bitung,Cuaca Buruk,Cerah,11669,0.31,Tunda pengiriman hingga cuaca membaik
ISS0728,14/06/2025,Makassar,Overload,Angin Kencang,2449,0.57,Alihkan kontainer ke terminal lain
ISS0729,29/06/2025,Tanjung Perak,Cuaca Buruk,Badai,11377,0.49,Percepat proses bongkar saat cuaca memungkinkan
ISS0730,26/07/2025,Belawan,Overload,Angin Kencang,6515,0.51,Tambahkan armada ke pelabuhan
ISS0731,26/06/2025,Makassar,Overload,Badai,12518,0.25,Tunda pengiriman hingga cuaca membaik
ISS0732,03/06/2025,Makassar,Force Majeure,Hujan Deras,13349,0.2,Alokasikan ke terminal cadangan
ISS0733,27/07/2025,Belawan,Cuaca Buruk,Angin Kencang,16392,0.51,Alihkan ke pelabuhan terdekat
ISS0734,25/07/2025,Belawan,Force Majeure,Cerah,9388,0.44,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0735,26/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,9995,0.21,Percepat proses bongkar saat cuaca memungkinkan
ISS0736,22/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,13911,0.28,Tunda pengiriman hingga cuaca membaik
ISS0737,10/07/2025,Bitung,Cuaca Buruk,Cerah,14064,0.8,Koordinasi dengan otoritas pelabuhan
ISS0738,25/07/2025,Bitung,Force Majeure,Cerah,11753,0.58,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0739,07/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,17120,0.79,Tunda pengiriman hingga cuaca membaik
ISS0740,23/07/2025,Belawan,Force Majeure,Cerah,4764,0.76,Tambahkan armada ke pelabuhan
ISS0741,25/06/2025,Belawan,Force Majeure,Angin Kencang,7804,0.33,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0742,21/06/2025,Tanjung Priok,Overload,Kabut Tebal,14844,0.45,Koordinasi dengan otoritas pelabuhan
ISS0743,13/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,9967,0.88,Tunda pengiriman hingga cuaca membaik
ISS0744,29/07/2025,Belawan,Force Majeure,Hujan Deras,19037,0.69,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0745,11/07/2025,Tanjung Priok,Overload,Kabut Tebal,12507,0.44,Koordinasi dengan otoritas pelabuhan
ISS0746,18/06/2025,Makassar,Cuaca Buruk,Hujan Deras,19801,0.76,Tambahkan armada ke pelabuhan
ISS0747,15/06/2025,Tanjung Perak,Cuaca Buruk,Badai,14242,0.42,Aktifkan jalur logistik alternatif
ISS0748,20/07/2025,Bitung,Force Majeure,Hujan Deras,10341,0.13,Aktifkan jalur logistik alternatif
ISS0749,27/07/2025,Makassar,Overload,Cerah,10366,0.35,Aktifkan jalur logistik alternatif
ISS0750,29/06/2025,Tanjung Perak,Force Majeure,Cerah,19410,0.19,Alokasikan ke terminal cadangan
ISS0751,22/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,8255,0.76,Koordinasi dengan otoritas pelabuhan
ISS0752,19/06/2025,Belawan,Cuaca Buruk,Badai,12560,0.23,Koordinasi dengan otoritas pelabuhan
ISS0753,14/07/2025,Belawan,Cuaca Buruk,Hujan Deras,12505,0.69,Koordinasi dengan otoritas pelabuhan
ISS0754,28/07/2025,Bitung,Overload,Cerah,15710,0.71,Tambahkan armada ke pelabuhan
ISS0755,15/06/2025,Bitung,Cuaca Buruk,Badai,11975,0.24,Tunda pengiriman hingga cuaca membaik
ISS0756,16/07/2025,Tanjung Perak,Overload,Kabut Tebal,3219,0.64,Percepat proses bongkar saat cuaca memungkinkan
ISS0757,08/06/2025,Bitung,Overload,Cerah,19358,0.33,Percepat proses bongkar saat cuaca memungkinkan
ISS0758,26/07/2025,Tanjung Priok,Cuaca Buruk,Badai,11525,0.64,Alihkan ke pelabuhan terdekat
ISS0759,25/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,14461,0.62,Tambahkan armada ke pelabuhan
ISS0760,01/06/2025,Belawan,Cuaca Buruk,Angin Kencang,8154,0.6,Tunda pengiriman hingga cuaca membaik
ISS0761,22/06/2025,Tanjung Priok,Force Majeure,Badai,10591,0.5,Alihkan kontainer ke terminal lain
ISS0762,07/06/2025,Makassar,Force Majeure,Badai,17458,0.2,Koordinasi dengan otoritas pelabuhan
ISS0763,29/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,18153,0.46,Tambahkan armada ke pelabuhan
ISS0764,13/07/2025,Makassar,Cuaca Buruk,Badai,12717,0.31,Aktifkan jalur logistik alternatif
ISS0765,12/06/2025,Belawan,Overload,Angin Kencang,10081,0.2,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0766,09/06/2025,Tanjung Priok,Overload,Kabut Tebal,14106,0.92,Koordinasi dengan otoritas pelabuhan
ISS0767,23/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,6229,0.84,Alihkan ke pelabuhan terdekat
ISS0768,12/07/2025,Tanjung Priok,Overload,Cerah,11428,0.54,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0769,16/07/2025,Bitung,Force Majeure,Cerah,9785,0.83,Percepat proses bongkar saat cuaca memungkinkan
ISS0770,05/07/2025,Bitung,Cuaca Buruk,Kabut Tebal,16248,0.6,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0771,18/07/2025,Belawan,Force Majeure,Angin Kencang,2249,0.92,Koordinasi dengan otoritas pelabuhan
ISS0772,03/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,6394,0.92,Koordinasi dengan otoritas pelabuhan
ISS0773,03/07/2025,Makassar,Overload,Cerah,2599,0.88,Percepat proses bongkar saat cuaca memungkinkan
ISS0774,30/06/2025,Makassar,Force Majeure,Angin Kencang,11404,0.42,Alihkan kontainer ke terminal lain
ISS0775,29/06/2025,Makassar,Overload,Cerah,7718,0.17,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0776,14/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,6884,0.2,Alihkan kontainer ke terminal lain
ISS0777,03/06/2025,Makassar,Cuaca Buruk,Cerah,13177,0.64,Aktifkan jalur logistik alternatif
ISS0778,25/06/2025,Belawan,Force Majeure,Hujan Deras,15560,0.4,Aktifkan jalur logistik alternatif
ISS0779,03/06/2025,Belawan,Overload,Hujan Deras,2555,0.48,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0780,23/07/2025,Belawan,Force Majeure,Hujan Deras,19166,0.53,Alokasikan ke terminal cadangan
ISS0781,12/07/2025,Belawan,Force Majeure,Angin Kencang,10641,0.9,Tambahkan armada ke pelabuhan
ISS0782,24/06/2025,Tanjung Priok,Force Majeure,Kabut Tebal,11524,0.92,Alihkan ke pelabuhan terdekat
ISS0783,15/07/2025,Makassar,Overload,Hujan Deras,14991,0.87,Alihkan kontainer ke terminal lain
ISS0784,15/07/2025,Tanjung Priok,Overload,Badai,15497,0.16,Koordinasi dengan otoritas pelabuhan
ISS0785,02/07/2025,Bitung,Overload,Angin Kencang,3455,0.24,Alokasikan ke terminal cadangan
ISS0786,02/07/2025,Belawan,Force Majeure,Angin Kencang,11248,0.68,Percepat proses bongkar saat cuaca memungkinkan
ISS0787,21/07/2025,Makassar,Cuaca Buruk,Badai,4783,0.65,Alihkan kontainer ke terminal lain
ISS0788,10/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,6583,0.79,Alokasikan ke terminal cadangan
ISS0789,20/07/2025,Belawan,Force Majeure,Kabut Tebal,18846,0.85,Koordinasi dengan otoritas pelabuhan
ISS0790,08/06/2025,Tanjung Priok,Overload,Hujan Deras,3077,0.79,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0791,01/06/2025,Tanjung Priok,Cuaca Buruk,Cerah,11630,0.28,Tambahkan armada ke pelabuhan
ISS0792,01/06/2025,Bitung,Force Majeure,Cerah,18059,0.95,Tunda pengiriman hingga cuaca membaik
ISS0793,22/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,17216,0.79,Alihkan kontainer ke terminal lain
ISS0794,21/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,10243,0.83,Alokasikan ke terminal cadangan
ISS0795,14/07/2025,Belawan,Cuaca Buruk,Hujan Deras,9055,0.34,Alokasikan ke terminal cadangan
ISS0796,26/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,2782,0.52,Alihkan ke pelabuhan terdekat
ISS0797,01/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,2604,0.5,Alihkan kontainer ke terminal lain
ISS0798,27/07/2025,Belawan,Force Majeure,Hujan Deras,3867,0.67,Percepat proses bongkar saat cuaca memungkinkan
ISS0799,05/06/2025,Tanjung Priok,Force Majeure,Kabut Tebal,8653,0.93,Aktifkan jalur logistik alternatif
ISS0800,02/06/2025,Bitung,Cuaca Buruk,Badai,6103,0.41,Alihkan kontainer ke terminal lain
ISS0801,30/06/2025,Makassar,Force Majeure,Cerah,11180,0.9,Aktifkan jalur logistik alternatif
ISS0802,21/07/2025,Bitung,Force Majeure,Cerah,9173,0.12,Alokasikan ke terminal cadangan
ISS0803,29/06/2025,Belawan,Overload,Badai,3229,0.3,Tambahkan armada ke pelabuhan
ISS0804,15/06/2025,Makassar,Overload,Angin Kencang,3910,0.52,Koordinasi dengan otoritas pelabuhan
ISS0805,24/06/2025,Belawan,Force Majeure,Angin Kencang,9232,0.94,Percepat proses bongkar saat cuaca memungkinkan
ISS0806,09/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,17799,0.13,Alokasikan ke terminal cadangan
ISS0807,16/07/2025,Makassar,Cuaca Buruk,Hujan Deras,18977,0.31,Alihkan ke pelabuhan terdekat
ISS0808,12/07/2025,Bitung,Force Majeure,Hujan Deras,16040,0.15,Alihkan kontainer ke terminal lain
ISS0809,28/06/2025,Belawan,Cuaca Buruk,Angin Kencang,4115,0.27,Alokasikan ke terminal cadangan
ISS0810,01/07/2025,Makassar,Overload,Badai,9189,0.26,Alihkan ke pelabuhan terdekat
ISS0811,11/07/2025,Belawan,Overload,Hujan Deras,9066,0.25,Percepat proses bongkar saat cuaca memungkinkan
ISS0812,07/07/2025,Belawan,Cuaca Buruk,Hujan Deras,6814,0.56,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0813,14/06/2025,Makassar,Cuaca Buruk,Hujan Deras,10439,0.62,Percepat proses bongkar saat cuaca memungkinkan
ISS0814,09/07/2025,Bitung,Force Majeure,Angin Kencang,18600,0.41,Alihkan ke pelabuhan terdekat
ISS0815,20/06/2025,Bitung,Cuaca Buruk,Angin Kencang,4139,0.11,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0816,05/07/2025,Bitung,Overload,Angin Kencang,16352,0.23,Alokasikan ke terminal cadangan
ISS0817,20/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,16439,0.71,Alihkan kontainer ke terminal lain
ISS0818,18/06/2025,Tanjung Priok,Overload,Kabut Tebal,17815,0.23,Tunda pengiriman hingga cuaca membaik
ISS0819,18/06/2025,Tanjung Perak,Cuaca Buruk,Badai,3229,0.22,Alokasikan ke terminal cadangan
ISS0820,29/06/2025,Bitung,Force Majeure,Badai,17149,0.57,Alihkan kontainer ke terminal lain
ISS0821,25/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,17756,0.38,Alihkan ke pelabuhan terdekat
ISS0822,23/07/2025,Belawan,Cuaca Buruk,Cerah,16149,0.38,Percepat proses bongkar saat cuaca memungkinkan
ISS0823,03/06/2025,Makassar,Cuaca Buruk,Badai,14113,0.87,Alihkan kontainer ke terminal lain
ISS0824,26/07/2025,Tanjung Priok,Overload,Angin Kencang,12066,0.87,Alihkan ke pelabuhan terdekat
ISS0825,10/06/2025,Makassar,Overload,Badai,5726,0.34,Alihkan ke pelabuhan terdekat
ISS0826,11/07/2025,Bitung,Overload,Badai,3731,0.81,Alihkan ke pelabuhan terdekat
ISS0827,10/07/2025,Tanjung Priok,Overload,Kabut Tebal,13024,0.28,Aktifkan jalur logistik alternatif
ISS0828,17/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,16758,0.82,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0829,28/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,14246,0.13,Percepat proses bongkar saat cuaca memungkinkan
ISS0830,24/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,8311,0.41,Aktifkan jalur logistik alternatif
ISS0831,23/06/2025,Belawan,Force Majeure,Hujan Deras,3668,0.79,Alihkan ke pelabuhan terdekat
ISS0832,24/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,17208,0.6,Aktifkan jalur logistik alternatif
ISS0833,18/07/2025,Tanjung Perak,Overload,Angin Kencang,18510,0.4,Aktifkan jalur logistik alternatif
ISS0834,29/07/2025,Makassar,Overload,Hujan Deras,19095,0.26,Koordinasi dengan otoritas pelabuhan
ISS0835,18/06/2025,Makassar,Force Majeure,Cerah,9299,0.28,Alihkan ke pelabuhan terdekat
ISS0836,12/07/2025,Bitung,Overload,Angin Kencang,18328,0.93,Alihkan ke pelabuhan terdekat
ISS0837,02/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,5063,0.13,Alokasikan ke terminal cadangan
ISS0838,09/07/2025,Belawan,Cuaca Buruk,Cerah,3118,0.9,Alihkan ke pelabuhan terdekat
ISS0839,08/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,6189,0.15,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0840,22/07/2025,Belawan,Force Majeure,Cerah,14519,0.9,Percepat proses bongkar saat cuaca memungkinkan
ISS0841,03/06/2025,Makassar,Force Majeure,Cerah,14256,0.26,Alihkan ke pelabuhan terdekat
ISS0842,15/06/2025,Belawan,Cuaca Buruk,Hujan Deras,18801,0.73,Percepat proses bongkar saat cuaca memungkinkan
ISS0843,24/06/2025,Makassar,Cuaca Buruk,Badai,5455,0.56,Alihkan kontainer ke terminal lain
ISS0844,25/06/2025,Tanjung Perak,Cuaca Buruk,Badai,17429,0.37,Koordinasi dengan otoritas pelabuhan
ISS0845,19/06/2025,Bitung,Force Majeure,Badai,13811,0.35,Koordinasi dengan otoritas pelabuhan
ISS0846,08/07/2025,Bitung,Cuaca Buruk,Hujan Deras,11134,0.32,Alihkan kontainer ke terminal lain
ISS0847,20/06/2025,Tanjung Perak,Overload,Cerah,18631,0.49,Tunda pengiriman hingga cuaca membaik
ISS0848,26/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,11573,0.73,Alihkan kontainer ke terminal lain
ISS0849,28/06/2025,Bitung,Overload,Kabut Tebal,15555,0.42,Percepat proses bongkar saat cuaca memungkinkan
ISS0850,04/06/2025,Makassar,Overload,Hujan Deras,5546,0.12,Tunda pengiriman hingga cuaca membaik
ISS0851,08/06/2025,Makassar,Cuaca Buruk,Angin Kencang,12897,0.55,Tunda pengiriman hingga cuaca membaik
ISS0852,24/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,10448,0.11,Alokasikan ke terminal cadangan
ISS0853,13/07/2025,Makassar,Force Majeure,Angin Kencang,11655,0.26,Tambahkan armada ke pelabuhan
ISS0854,06/06/2025,Belawan,Overload,Badai,16981,0.16,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0855,10/07/2025,Tanjung Perak,Cuaca Buruk,Badai,11048,0.61,Alokasikan ke terminal cadangan
ISS0856,26/07/2025,Belawan,Force Majeure,Badai,11083,0.33,Alokasikan ke terminal cadangan
ISS0857,17/06/2025,Bitung,Force Majeure,Angin Kencang,5164,0.86,Koordinasi dengan otoritas pelabuhan
ISS0858,02/06/2025,Makassar,Cuaca Buruk,Kabut Tebal,9911,0.68,Tambahkan armada ke pelabuhan
ISS0859,18/07/2025,Bitung,Force Majeure,Cerah,5012,0.62,Alihkan kontainer ke terminal lain
ISS0860,25/06/2025,Makassar,Force Majeure,Angin Kencang,10485,0.46,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0861,15/07/2025,Belawan,Force Majeure,Hujan Deras,13603,0.86,Alokasikan ke terminal cadangan
ISS0862,03/06/2025,Tanjung Priok,Overload,Hujan Deras,3653,0.6,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0863,13/07/2025,Tanjung Perak,Overload,Cerah,7280,0.91,Alihkan ke pelabuhan terdekat
ISS0864,19/06/2025,Belawan,Overload,Hujan Deras,8148,0.52,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0865,19/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,15757,0.9,Alihkan ke pelabuhan terdekat
ISS0866,10/07/2025,Bitung,Cuaca Buruk,Cerah,18407,0.29,Tambahkan armada ke pelabuhan
ISS0867,08/06/2025,Tanjung Priok,Cuaca Buruk,Cerah,2105,0.93,Percepat proses bongkar saat cuaca memungkinkan
ISS0868,21/06/2025,Makassar,Overload,Kabut Tebal,17647,0.52,Koordinasi dengan otoritas pelabuhan
ISS0869,22/07/2025,Bitung,Overload,Badai,18056,0.21,Alihkan kontainer ke terminal lain
ISS0870,01/06/2025,Belawan,Overload,Hujan Deras,19489,0.15,Alihkan kontainer ke terminal lain
ISS0871,23/06/2025,Tanjung Priok,Force Majeure,Cerah,13825,0.2,Tunda pengiriman hingga cuaca membaik
ISS0872,14/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,4892,0.52,Koordinasi dengan otoritas pelabuhan
ISS0873,21/06/2025,Makassar,Overload,Hujan Deras,14979,0.32,Aktifkan jalur logistik alternatif
ISS0874,17/07/2025,Makassar,Cuaca Buruk,Angin Kencang,7202,0.45,Alihkan kontainer ke terminal lain
ISS0875,14/06/2025,Belawan,Force Majeure,Angin Kencang,7683,0.19,Alokasikan ke terminal cadangan
ISS0876,21/07/2025,Tanjung Perak,Force Majeure,Cerah,5991,0.92,Percepat proses bongkar saat cuaca memungkinkan
ISS0877,03/06/2025,Makassar,Overload,Kabut Tebal,18872,0.61,Percepat proses bongkar saat cuaca memungkinkan
ISS0878,06/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,2875,0.32,Alokasikan ke terminal cadangan
ISS0879,21/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,14854,0.37,Alokasikan ke terminal cadangan
ISS0880,20/06/2025,Bitung,Cuaca Buruk,Badai,2957,0.33,Alihkan ke pelabuhan terdekat
ISS0881,30/06/2025,Belawan,Cuaca Buruk,Cerah,6138,0.41,Tunda pengiriman hingga cuaca membaik
ISS0882,04/07/2025,Makassar,Cuaca Buruk,Hujan Deras,9837,0.29,Alihkan kontainer ke terminal lain
ISS0883,28/06/2025,Bitung,Cuaca Buruk,Hujan Deras,6195,0.12,Koordinasi dengan otoritas pelabuhan
ISS0884,24/06/2025,Bitung,Force Majeure,Hujan Deras,10700,0.68,Tunda pengiriman hingga cuaca membaik
ISS0885,03/07/2025,Belawan,Force Majeure,Badai,7400,0.2,Percepat proses bongkar saat cuaca memungkinkan
ISS0886,27/07/2025,Tanjung Perak,Overload,Kabut Tebal,18642,0.53,Alihkan ke pelabuhan terdekat
ISS0887,04/06/2025,Bitung,Overload,Hujan Deras,18826,0.91,Alihkan ke pelabuhan terdekat
ISS0888,06/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,8789,0.12,Koordinasi dengan otoritas pelabuhan
ISS0889,12/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,6812,0.74,Percepat proses bongkar saat cuaca memungkinkan
ISS0890,26/06/2025,Tanjung Priok,Overload,Hujan Deras,18950,0.64,Alokasikan ke terminal cadangan
ISS0891,23/06/2025,Belawan,Overload,Angin Kencang,8961,0.67,Alihkan ke pelabuhan terdekat
ISS0892,10/07/2025,Belawan,Force Majeure,Angin Kencang,8911,0.12,Alokasikan ke terminal cadangan
ISS0893,04/07/2025,Tanjung Perak,Cuaca Buruk,Badai,2461,0.61,Aktifkan jalur logistik alternatif
ISS0894,22/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,3206,0.9,Alokasikan ke terminal cadangan
ISS0895,07/06/2025,Tanjung Perak,Overload,Badai,2889,0.69,Koordinasi dengan otoritas pelabuhan
ISS0896,17/06/2025,Belawan,Force Majeure,Badai,12239,0.93,Aktifkan jalur logistik alternatif
ISS0897,18/07/2025,Tanjung Priok,Overload,Kabut Tebal,13218,0.52,Aktifkan jalur logistik alternatif
ISS0898,19/06/2025,Bitung,Cuaca Buruk,Cerah,7169,0.9,Tambahkan armada ke pelabuhan
ISS0899,08/07/2025,Tanjung Perak,Overload,Cerah,8080,0.77,Koordinasi dengan otoritas pelabuhan
ISS0900,02/07/2025,Makassar,Cuaca Buruk,Hujan Deras,8077,0.5,Alokasikan ke terminal cadangan
ISS0901,09/06/2025,Belawan,Force Majeure,Hujan Deras,12276,0.89,Percepat proses bongkar saat cuaca memungkinkan
ISS0902,29/07/2025,Bitung,Force Majeure,Kabut Tebal,17261,0.3,Tambahkan armada ke pelabuhan
ISS0903,15/06/2025,Belawan,Force Majeure,Hujan Deras,2097,0.78,Alokasikan ke terminal cadangan
ISS0904,29/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,3620,0.86,Tunda pengiriman hingga cuaca membaik
ISS0905,04/06/2025,Bitung,Cuaca Buruk,Hujan Deras,3990,0.3,Tambahkan armada ke pelabuhan
ISS0906,03/07/2025,Tanjung Perak,Overload,Angin Kencang,16643,0.82,Tunda pengiriman hingga cuaca membaik
ISS0907,05/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,11148,0.17,Aktifkan jalur logistik alternatif
ISS0908,02/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,3433,0.82,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0909,12/06/2025,Bitung,Cuaca Buruk,Cerah,5009,0.15,Alihkan kontainer ke terminal lain
ISS0910,21/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,5987,0.23,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0911,07/06/2025,Bitung,Cuaca Buruk,Cerah,4788,0.93,Alokasikan ke terminal cadangan
ISS0912,07/06/2025,Bitung,Cuaca Buruk,Badai,14745,0.58,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0913,19/06/2025,Makassar,Force Majeure,Angin Kencang,11638,0.45,Alokasikan ke terminal cadangan
ISS0914,09/07/2025,Bitung,Cuaca Buruk,Badai,7155,0.12,Aktifkan jalur logistik alternatif
ISS0915,21/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,16582,0.25,Koordinasi dengan otoritas pelabuhan
ISS0916,13/07/2025,Tanjung Priok,Cuaca Buruk,Badai,16346,0.38,Koordinasi dengan otoritas pelabuhan
ISS0917,23/07/2025,Makassar,Force Majeure,Cerah,12229,0.82,Tambahkan armada ke pelabuhan
ISS0918,24/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,16096,0.94,Alihkan kontainer ke terminal lain
ISS0919,16/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,13702,0.49,Tunda pengiriman hingga cuaca membaik
ISS0920,25/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,3463,0.11,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0921,10/06/2025,Bitung,Overload,Kabut Tebal,4893,0.48,Tunda pengiriman hingga cuaca membaik
ISS0922,07/06/2025,Belawan,Overload,Hujan Deras,3942,0.66,Tambahkan armada ke pelabuhan
ISS0923,09/07/2025,Bitung,Overload,Cerah,9935,0.28,Tunda pengiriman hingga cuaca membaik
ISS0924,23/07/2025,Tanjung Priok,Overload,Angin Kencang,18522,0.68,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0925,03/07/2025,Belawan,Cuaca Buruk,Badai,14098,0.35,Alokasikan ke terminal cadangan
ISS0926,17/07/2025,Makassar,Cuaca Buruk,Angin Kencang,8088,0.68,Alihkan kontainer ke terminal lain
ISS0927,28/06/2025,Bitung,Force Majeure,Kabut Tebal,17024,0.26,Tunda pengiriman hingga cuaca membaik
ISS0928,09/07/2025,Belawan,Overload,Cerah,17204,0.39,Tunda pengiriman hingga cuaca membaik
ISS0929,16/06/2025,Belawan,Force Majeure,Cerah,7958,0.46,Tambahkan armada ke pelabuhan
ISS0930,08/07/2025,Makassar,Overload,Angin Kencang,17276,0.82,Alihkan ke pelabuhan terdekat
ISS0931,15/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,8806,0.74,Alokasikan ke terminal cadangan
ISS0932,11/06/2025,Tanjung Priok,Overload,Badai,17761,0.25,Percepat proses bongkar saat cuaca memungkinkan
ISS0933,09/06/2025,Makassar,Force Majeure,Kabut Tebal,2597,0.24,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0934,10/06/2025,Makassar,Cuaca Buruk,Cerah,2430,0.81,Alokasikan ke terminal cadangan
ISS0935,18/06/2025,Bitung,Cuaca Buruk,Cerah,17826,0.81,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0936,25/06/2025,Belawan,Overload,Kabut Tebal,11762,0.52,Alihkan ke pelabuhan terdekat
ISS0937,20/07/2025,Belawan,Overload,Kabut Tebal,4851,0.45,Alihkan ke pelabuhan terdekat
ISS0938,18/07/2025,Makassar,Overload,Cerah,5628,0.4,Tunda pengiriman hingga cuaca membaik
ISS0939,05/07/2025,Tanjung Perak,Overload,Kabut Tebal,14998,0.58,Tambahkan armada ke pelabuhan
ISS0940,15/07/2025,Belawan,Force Majeure,Kabut Tebal,4189,0.83,Percepat proses bongkar saat cuaca memungkinkan
ISS0941,29/06/2025,Belawan,Overload,Kabut Tebal,6840,0.59,Tambahkan armada ke pelabuhan
ISS0942,14/07/2025,Makassar,Force Majeure,Kabut Tebal,4283,0.55,Tunda pengiriman hingga cuaca membaik
ISS0943,22/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,19867,0.78,Aktifkan jalur logistik alternatif
ISS0944,06/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,11349,0.26,Tunda pengiriman hingga cuaca membaik
ISS0945,01/06/2025,Belawan,Cuaca Buruk,Hujan Deras,15123,0.95,Alihkan kontainer ke terminal lain
ISS0946,01/07/2025,Makassar,Force Majeure,Kabut Tebal,16965,0.14,Tambahkan armada ke pelabuhan
ISS0947,02/06/2025,Makassar,Overload,Kabut Tebal,18399,0.4,Alokasikan ke terminal cadangan
ISS0948,24/06/2025,Tanjung Perak,Cuaca Buruk,Cerah,8897,0.83,Alihkan ke pelabuhan terdekat
ISS0949,07/07/2025,Belawan,Overload,Hujan Deras,10152,0.61,Aktifkan jalur logistik alternatif
ISS0950,16/06/2025,Bitung,Force Majeure,Kabut Tebal,15675,0.16,Alokasikan ke terminal cadangan
ISS0951,24/07/2025,Makassar,Overload,Kabut Tebal,17013,0.34,Tambahkan armada ke pelabuhan
